id,classification,categories,text
KA-01297,submittable,311-63|311-95,Scaffold Site Safety Inspection. Schedule an inspection of a scaffold site.
KA-01298,informational,311-96,Federal Contracts. Learn about federal contracts and business opportunities.
KA-01300,submittable,311-64,Fire Alarm Inspection. Schedule an inspection of a fire alarm.
KA-01301,informational,311-38|311-12|311-36|311-68,Fireworks Displays. Get a list of legal fireworks displays and their locations.
KA-01302,informational,311-33|311-58,Food Cart Inspection Report. Get a health inspection report for a mobile food vendor.
KA-01303,informational,311-50,"Trash, Recycling, and Compost Bins. Learn about trash, recycling, and compost bins and purchase official NYC Bins."
KA-01304,submittable,311-95,Gas Station Discharge Line Inspection. Schedule an inspection of a gas station discharge line.
KA-01306,informational,311-68,Cash for Guns Program. Learn about a program that offers cash to turn in a gun at any police precinct.
KA-01307,informational,311-68,Gun Laws. Learn about requirements for firearm licenses or permits for people traveling to New York.
KA-01308,submittable,311-95,Hazardous Material Inspection. Schedule an inspection of a hazardous materials storage container.
KA-01309,informational,311-45,Health Research Training Program. Learn about the Health Research Training Program (HRTP) internship program.
KA-01312,informational,311-57|311-36,Horseback Riding Trails. Learn about horseback riding trails run by the City.
KA-01313,submittable,311-56|311-20|311-59,"New York City Housing and Vacancy Survey (NYCHVS). The 2026 NYC Housing and Vacancy Survey (NYCHVS) for housing & neighborhood data, conducted by HPD and the University of Michigan."
KA-01316,informational,311-45,Job Training. Learn about job training programs for in-demand occupations.
KA-01317,informational,311-45,"Job Training Grants for Workers. Learn about Individual Training Grants that help pay for tuition, registration, testing, and books for in-demand training programs."
KA-01321,informational,311-33|311-94,Love Your Local Program. Learn about a program that helps small businesses.
KA-01323,submittable,311-57|311-29,Medical Alert Device for Older Adults. The City does not provide recommendations for medical alert devices.
KA-01325,informational,311-56,Mental Health Patient Not Following Treatment Plan. Get help for mental health patients not following their treatment plans.
KA-01326,informational,311-56|311-29,Mental Health Services for Older Adults. Learn about mental health services for people age 60 and older.
KA-01330,informational,311-36,Mobile Recreation Van. Learn about a program which provides recreation for public events hosting 50 or more children.
KA-01332,submittable,311-48|311-62|311-61|311-60,Neighbor Odor. The City does not accept complaints about body or cooking odor from a residence.
KA-01333,unclear,311-49|311-36|311-47,Newtown Creek. Information about Newtown Creek Nature Walk and Visitor Center.
KA-01334,informational,311-56,Middle East Respiratory Syndrome (MERS). Learn about novel coronavirus associated with living in or traveling to the Middle East.
KA-01336,informational,311-109,NYC311 Content API. Learn about the 311 Application Programming Interface (API).
KA-01337,unclear,311-60,"NYCHA Emergency Transfer. NYCHA Emergency Transfer information for victims of domestic violence, sexual abuse, or intimidation."
KA-01339,submittable,311-95,Open Flame Inspection. Schedule an inspection for an open flame permit.
KA-01340,unclear,311-50,Oxygen or Acetylene Tank Disposal. Learn how to get rid of an oxygen or acetylene tank.
KA-01341,informational,311-106,Panel for Educational Policy. Learn about public meetings to discuss education policy.
KA-01342,informational,311-104,PCBs in Schools. Learn about Polychlorinated Biphenyls (PCBs) in New York City public school buildings.
KA-01343,submittable,311-75|311-56,"Termination of Pregnancy Certificate Form. Request Department of Health forms to register terminations of pregnancy, for medical facilities only."
KA-01345,informational,311-63|311-95,"Private Sewer or Water Main Permit. Apply for a permit to install a private water main, sewer, or drain."
KA-01347,informational,311-50,Public Recycling. Learn about recycling in public spaces.
KA-01348,informational,311-66|311-58,Raccoon Roundworm Infection. Learn about raccoon roundworm infection and prevention.
KA-01349,informational,311-69|311-58,"Radiation. Learn about the health effects of radiation, how to detect it, and what to do during a radiological emergency."
KA-01350,informational,311-67|311-58,Rat Poison Sign. Learn about rat poison signs posted in neighborhoods.
KA-01351,informational,311-94,Restaurant Bathroom Rules. Learn about public bathroom requirements for restaurants. Report no toilets for customers in a restaurant required to provide toilet facilities.
KA-01352,informational,311-94,Restaurant CPR Rules. Learn about CPR and equipment requirements for restaurants.
KA-01354,submittable,311-113|311-81,Right Turn on Red in Staten Island. Request a Right Turn on Red sign at a specific intersection in Staten Island.
KA-01356,informational,311-104,"School Metal Detectors. Learn about random, unannounced metal detector screenings at public middle schools and high schools."
KA-01357,unclear,311-50,School Recycling Education. Get recycling materials and educational resources for K-12 schools.
KA-01359,informational,311-104,"School Rules and Policies. Get a copy of the Chancellor's Regulations, which cover a wide range of Department of Education policies."
KA-01360,informational,311-103|311-31,Service in Schools. Learn about service programs in New York City public schools.
KA-01361,informational,311-78|311-109,"Service Request Map. See Service Requests by location, category, complaint type, and date."
KA-01362,informational,311-33|311-94,Shut the Front Door. Learn about an education and outreach campaign for the law requiring certain businesses to close their doors when running air conditioning systems.
KA-01363,submittable,311-95,Sidewalk Cafe Heater Inspection. Schedule an inspection for a sidewalk cafe heater permit.
KA-01364,informational,311-62|311-80,Sidewalk Installation. Learn about installing a new sidewalk in locations where sidewalks have never been built.
KA-01365,submittable,311-80,Sidewalk Valve Cover Complaint. The City does not accept reports of missing or damaged sidewalk valve covers.
KA-01367,submittable,311-96,Snow Removal City Contracts. Request to bid on City contracts to provide snow removal services.
KA-01368,informational,311-113|311-81,Speed Limits. Learn about City and highway speed limits.
KA-01369,informational,311-33|311-62|311-61|311-60,Stop Unwanted Mail. Get help with reducing unwanted mail.
KA-01370,informational,311-38|311-81,Street Event Cleanup. Learn about rules for street event sponsors related to clean ups after an event.
KA-01371,submittable,311-113|311-81,Street Traffic Flow Change. Request to change the direction of traffic on a street.
KA-01372,informational,311-81,Street Works Manual. Access a manual that provides guidelines on better coordination of City street construction.
KA-01373,informational,311-50|311-33,Foam Ban. Learn about the City's foam ban and report an establishment using or selling single-use foam products.
KA-01374,informational,311-22|311-103,Summer Meals for Children. Learn about free breakfast and lunch for New York City children ages 18 and under.
KA-01375,informational,311-64,Swimming Pool Installation Rules. Learn about rules for installing a swimming pool.
KA-01376,informational,311-45|311-94,Taxi Medallion Sale. Learn about yellow taxi medallion sales.
KA-01377,informational,311-45,Technology Job Training. Learn about job training programs for in-demand occupations in the technology sector.
KA-01378,submittable,311-33,Telemarketing Texting Complaint. Report telemarketers soliciting through text messages.
KA-01380,informational,311-58,Community Mental Health Plan. Learn about the City's plan to expand and improve mental health care and services citywide.
KA-01382,informational,311-94,Tobacco or Electronic Cigarette Shop Registration. Learn about registering a tobacco or electronic shop with the Department of Health.
